mtime,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6749,44499,7308,17420,6134,39637,23863,29966,25484,43433,1324,22037,16408,13300,12254,12096,22931,45669,21430,5401,26871,37031,5229,19372,11220,16469,41199,31154,42303,19539,23063
6750,21693,15634,8035,33459,45070,40305,38350,35632,24025,35935,36183,26652,35588,47080,21269,1581,2904,16002,46595,44012,10502,46116,30698,40093,42354,24406,3417,33017,10764,37412
6751,18803,43010,31539,4524,16864,37741,22021,23076,20339,8589,44645,28693,28296,37024,2586,9998,3065,23589,38506,27166,42185,3210,12578,42853,26254,7992,36006,5515,39139,47646
6752,33611,33900,11836,29927,8428,45513,29004,18530,17850,32993,25093,19468,21478,44113,23238,35428,20985,20256,22051,20143,48365,6604,23785,5519,13538,21252,28750,13132,10888,17386
6753,30582,20936,10643,29603,26481,19449,4814,30389,25517,10020,44360,1852,40672,25255,26018,5790,41101,17734,26658,22357,21895,45024,35823,17294,8985,39518,45311,46509,25767,12129
6754,31454,1823,2025,16972,29609,29703,38409,34249,25174,11319,5274,24515,37497,38427,7703,29657,22436,21232,46225,34654,37540,30533,30409,47866,1056,3132,23437,25081,15429,14238
6755,27861,12148,24101,2749,1648,1727,3077,44493,44536,33465,40282,37829,4660,36052,24408,7805,11082,3475,8096,35298,32897,7714,41460,9941,23248,1287,31875,27310,9766,15793
6756,21028,35252,11374,49605,29554,18244,43655,1457,4307,15747,14012,24847,22278,13299,5616,17142,31511,30967,49747,8664,15188,37319,19168,39875,26698,36889,45360,9873,41052,33034
6757,6616,17966,31671,7285,44990,17497,21649,25828,43128,33163,13935,8538,4701,40056,36129,45905,25372,36126,31599,35985,22298,43802,42285,6049,30779,39419,34098,8120,19870,6558
6758,48010,15470,11825,30666,22233,28590,13936,36360,14866,7538,7649,7555,1553,10167,43190,44353,24126,46271,39074,44579,35537,40320,35381,39963,25478,43092,5117,35561,45223,25103
6759,8521,40561,36012,27862,13013,29642,13210,45801,1233,27134,29764,44601,36003,43905,1824,48162,35346,39429,41479,15552,20306,10964,10551,14606,1195,13726,38737,9214,18310,23831
6760,31627,28683,10429,3082,13121,48342,15392,48576,32667,47285,9777,25610,27098,35743,46461,8934,11588,1755,2160,34475,16492,20537,49153,2474,17098,48537,7498,5904,39799,47936
6761,26001,37653,9656,7551,42969,44286,11972,5348,24645,33879,3166,39578,26384,34356,38572,44479,38018,7704,30845,32498,31599,8763,12290,7227,26537,11568,8175,35048,39371,16187
6762,34299,24340,12782,5535,11441,37298,47385,2970,42472,17205,38827,41353,38750,25642,33870,6431,45012,29618,10092,15857,40131,46100,38490,6162,45616,23605,3943,1544,24385,16618
6763,36168,18954,48154,13132,6650,40297,32470,43285,41498,38351,11046,25118,4522,41803,27071,9134,10871,4855,35959,31899,6785,43321,38772,28731,25076,46701,33762,21949,48640,45529
6764,30267,8892,4028,45137,14708,36809,29172,41258,15122,31360,12819,6562,21531,11328,14214,13747,8253,30085,28936,5640,28809,38104,10494,4820,33577,38939,49736,22506,3668,6635
6765,37070,4775,8784,49099,6366,21786,48942,8611,31081,42676,28377,3765,41534,3013,34394,40661,41878,2498,23518,28535,14115,38179,19153,46403,16204,27335,40406,10247,7381,29676
6766,43637,33906,45932,17641,44790,28969,13509,37312,18903,40090,25447,10101,32842,41465,39013,1931,45402,21925,35468,8581,32172,32674,29030,18374,1522,31129,37649,17410,30890,17270
6767,39925,10015,14902,38684,2015,17825,24288,31923,14054,3350,12767,46187,36030,25116,17862,7197,18310,22033,21076,9580,30718,7434,43227,16035,44623,30204,17564,43153,4370,44573
6768,30783,13566,15590,34504,46711,49872,16782,45018,4343,7276,21920,4165,26722,36521,37370,13048,43313,41967,45300,36332,49231,10991,49579,20523,47235,16632,25342,34744,26068,44653
6769,12446,43367,41561,25329,24855,13699,46433,14814,27855,17120,15221,24034,34976,40016,20571,32543,24143,23925,24752,32784,8679,47429,15902,21755,29185,29725,21242,21809,33463,35299
6770,47774,28896,35743,21301,15381,7150,25021,13724,18836,30700,36749,5596,32439,9927,38284,30008,43687,7941,25499,26579,19949,43554,32241,39433,1244,9733,22090,13076,35556,12201
6771,31531,5773,31890,22453,45352,44033,20232,48025,11293,12477,25555,42077,44765,16770,23736,5406,12300,16356,10751,26120,10116,43297,29344,48668,7496,20640,26352,12922,34221,46543
6772,2759,49998,2908,35126,38565,14732,5464,41603,20864,34956,3251,19474,16451,46704,35769,1487,1612,44685,30616,35665,42070,38224,37381,11928,11215,49191,45614,10690,14309,42296
6773,23125,1606,20788,47222,12454,11515,8918,41377,44837,36402,45990,14650,13544,12236,44022,41526,25263,7601,18341,46283,31495,47248,42971,45688,40739,24333,30349,31007,48408,39626
6774,11323,19026,15830,9871,6494,19979,10336,45971,15802,27089,12021,28816,14132,20524,49069,35542,28359,14701,27204,2801,30464,3959,15581,22124,42470,43717,7486,39607,28502,5957
6775,7669,44080,22609,9785,16632,38836,10345,44632,28189,13970,34656,27503,21008,36889,35752,17537,2411,36654,12456,8159,25601,37122,47951,40409,12642,47844,4307,34077,25799,42923
6776,40099,46156,18257,7478,34954,39477,43993,10442,47665,48130,14152,35466,40637,4252,40475,27893,46926,39625,22164,23435,13520,9513,29195,37968,25011,30802,17185,18649,34886,30487
6777,21135,32049,39370,25737,15161,20232,7418,6729,11354,10801,8363,10871,5054,26025,24920,37500,38839,10827,40273,7460,40592,37814,19451,43501,39328,31828,36262,5916,22715,35549
6778,42550,1634,6283,47200,2044,43403,20130,4628,48117,8202,39555,42213,29617,9991,21044,20186,14576,35903,19087,4509,19063,42872,25358,8749,19010,7313,9124,36089,39492,38278
6779,42577,8372,35475,16626,40573,6787,8509,21098,32388,34623,1795,7824,6239,47327,35861,18073,49521,44762,22697,28699,26257,48172,40554,37846,24465,23312,35779,33342,48467,42664
6780,6653,41502,6802,2959,40421,25479,5593,40856,49420,14152,10877,43190,23985,45420,21998,34738,34778,16506,37995,14421,13326,20315,19549,33384,21547,2269,33404,35450,13078,41296
6781,33035,5049,31166,16925,28760,49468,49879,17742,38228,36365,46249,3559,15207,5245,14121,39174,11351,36021,46768,29152,20185,23271,19564,24012,44876,21314,39667,3337,12169,26666
6782,36364,39998,15712,8608,41978,29606,45366,7216,14865,22121,29626,49648,24283,5864,7501,29612,29966,49603,3163,3282,20906,14312,6150,47800,11710,24729,25909,37889,42876,8453
6783,17314,30025,20793,24924,19862,28702,49823,18147,33778,36890,31574,36834,37017,6106,46414,46919,31551,9390,46094,11247,3868,29102,45359,8426,42602,7981,12585,34481,41915,33283
6784,8812,13965,45860,22346,33009,32120,27235,46211,27972,45015,38154,23406,35378,16390,1240,11541,19658,29899,12196,37845,39474,16666,38176,27336,45400,45177,7071,47044,13298,42435
6785,41624,47081,37908,31156,24425,11602,26814,34700,11901,43436,3149,10902,10406,1927,9808,23572,40941,1110,41770,45268,35769,48794,19297,26619,30968,13465,45461,1714,25066,38875
6786,40778,33165,43630,1937,39153,6885,2653,27395,23285,15208,35834,17636,26304,14639,35314,2565,17490,18974,22206,49792,49319,16803,9241,21044,25324,38192,5135,2835,34424,29370
6787,25390,42033,3232,36378,40037,3477,25362,11702,47966,45318,29685,12599,25481,21582,27466,40668,6087,44116,6625,31767,43690,42342,2212,13982,1071,3717,12444,34632,17104,34597
6788,10400,15534,24603,6027,12332,40874,17126,1107,38640,35427,11940,18662,24972,13743,18139,39283,3306,47107,29194,44521,5724,29272,16747,29167,37061,11151,16721,49550,6679,17723
6789,41106,5731,15876,15042,48749,7190,4592,5108,6325,49128,29427,12807,18106,43222,34703,8460,44375,40681,48068,31261,40155,42323,32552,25590,5572,41903,8992,34363,21475,37717
6790,8942,40800,5909,41507,28426,1653,22778,5181,45493,38795,27347,48375,22291,32877,31535,35635,24754,48767,30623,26588,16480,27259,9679,30123,25681,16142,47545,3299,23900,29302
6791,28088,10301,46178,31560,22554,36533,39201,37965,7900,30485,24736,22367,21651,3213,41201,46821,20726,2303,25273,5474,45995,45251,30495,5944,37039,38928,12279,25302,37715,22909
6792,25138,48400,48429,27221,7960,33105,31536,18232,41636,47769,47808,22125,46957,3462,15931,1538,13274,29743,48751,25334,15718,3464,14635,23653,20804,12850,6687,33145,44178,26858
6793,18952,16989,38885,21072,3986,40534,34212,5737,2875,44073,2010,2104,30339,37832,9897,41794,32578,2093,21778,47459,46479,36645,35062,35096,42793,41486,4910,22272,7877,37677
6794,40977,3027,46551,41287,32504,1556,23060,41540,7176,28933,11197,24064,34640,29294,46502,41595,5029,7669,45240,33639,26181,1205,19165,49614,34877,1619,36434,6891,43676,32494
6795,32748,20969,21888,31255,15481,20950,24727,14249,48198,45167,39345,1402,7484,48043,44118,22133,7295,2783,32317,8969,37774,24341,47348,23682,36155,16254,5452,22814,7267,11733
6796,19316,8028,23237,1937,7404,31648,11947,43927,13033,34891,8165,4359,25450,2394,42998,44604,43727,19349,2079,15460,5054,4947,25776,41445,34167,21566,27450,49792,20467,29296
6797,15375,33445,36147,2632,18726,1164,1881,47317,32922,5762,41688,49278,42442,41583,23077,39163,12290,28224,46653,5194,10393,34413,15236,47773,44611,40637,42392,45408,6063,6084
6798,2602,18806,17859,16151,48781,17317,25431,19881,29735,46848,48048,30891,35348,20095,8927,10845,3780,1922,9885,28775,47618,1036,23153,31972,9309,43584,10035,40339,18358,6659
6799,38442,14553,31255,17373,34724,48877,39630,48121,46815,14491,10645,34760,33254,23032,2695,41951,36219,15547,20844,4522,29634,6223,4296,6207,29986,37868,46766,34501,49496,29595
6800,15047,49900,42717,10193,36646,40365,20346,41461,3001,30492,21530,16387,3611,42124,20887,44834,36853,25139,15968,16112,11046,40962,13210,26193,15089,29848,3874,32464,36649,15153
6801,43593,32758,6991,38528,10362,49111,18001,43213,39417,46411,27526,42683,26557,22080,35149,24669,15839,39279,11215,29715,23257,12041,26541,5215,29305,13926,1413,13610,9178,8479
6802,48946,14112,36277,15164,29537,20462,34605,9166,30853,35152,39687,30489,31751,24845,24749,6580,42592,25044,34507,41967,2518,5605,37099,13380,4673,19925,32307,7733,37746,3834
6803,45887,11211,35351,24993,49140,31048,45753,40966,7388,46707,29050,26118,28470,28360,15012,42970,7762,44076,3011,35246,45286,46863,39969,30227,38770,48584,6599,6716,9303,11470
6804,32760,40846,20832,11361,13574,30448,20066,2273,22143,30507,49484,8287,45293,22808,37410,35874,35626,22104,7761,45975,5172,42773,11465,34947,41685,45495,35598,44468,49973,8437
6805,19958,44411,22134,13541,3218,35496,15438,46187,27152,7766,34789,40938,13597,2724,3626,20565,27463,7524,31510,29297,5778,8679,49843,49127,11417,23265,13347,23595,4483,10240
6806,13453,24396,30108,23487,11001,10032,39684,9453,44659,28123,9490,34535,22946,22155,44977,39666,19349,10950,33263,23953,31408,13323,45759,39194,4230,30689,43507,17769,21001,15472
6807,37705,46584,12516,39526,1590,16207,16482,16689,1794,26791,14871,34976,3580,33092,15649,39436,13302,11382,46895,37859,45472,24134,21548,12285,38128,23164,38107,2561,42565,8504
6808,49822,4338,24147,17518,39367,16153,43895,33113,2677,1484,38072,42784,34423,36931,20595,9769,47176,15824,30954,7621,32752,41683,1519,30607,40553,26611,22878,21701,21851,42483
6809,1307,7192,22200,9950,41991,44753,8661,43958,16072,46539,21560,22791,40953,4923,20171,16735,31438,32035,24642,34662,35400,27033,5164,10043,30539,19546,3130,24907,10761,2143
6810,18600,46095,42086,39605,28362,17175,37251,4865,13410,37625,31781,6244,26946,8748,32947,47906,22622,33270,10093,29091,17831,5707,35631,43950,48525,9597,41432,2955,19737,38156
6811,7044,9845,15420,45952,4373,44355,20662,2352,45742,47421,34408,5928,4418,16656,8018,41478,7437,36923,49625,46571,8733,42130,30283,8396,20995,22477,16853,15892,3747,14549
6812,20920,25447,36478,25131,22536,26994,27152,19983,46711,3416,7071,28147,43965,23686,10043,24981,17528,37288,12962,3868,1644,22512,43594,8901,48561,45993,9381,33074,32304,46682
6813,17990,23363,22142,17524,19539,43138,35989,18496,3775,48513,44732,25339,19867,2571,19710,44587,49152,3441,26691,46038,18720,39139,4855,24626,46473,46750,16619,45941,37302,29405
6814,39326,36431,36933,22858,34821,40035,11543,16047,41495,26079,15289,30543,3283,1598,26351,8370,22885,20129,34678,6745,13839,49694,22156,32139,48261,44234,2103,33294,31013,36004
6815,43329,17421,8708,4114,8384,4495,44024,16781,31795,32285,41393,47655,8480,32677,19196,17536,21924,19602,24586,38675,20354,33148,46877,27555,16184,21514,24352,32802,16456,11002
6816,8021,1747,49830,17071,29284,14752,3801,21344,48751,38880,14910,10270,23931,16292,47617,44173,14334,8675,9491,48970,27367,22718,18269,29855,29020,40769,2823,46244,40198,15218
6817,42855,20562,44089,1527,25251,11432,10180,11148,35137,49338,39477,46031,48315,38964,35180,12856,2630,46226,1561,47272,32461,27778,14873,33842,15429,49014,14347,42930,16948,11043
6818,5279,23338,33297,16074,2891,17059,48917,13506,8661,7699,20865,30630,8260,21597,9820,21748,32119,1101,12192,22913,25713,49814,3675,13928,2628,4641,1813,14827,42805,42514
6819,27070,32665,24583,39854,13992,6370,39658,14182,12875,7385,38930,9806,35322,8502,6544,14153,3780,36506,38191,1939,22056,31100,23193,33549,8812,9105,42940,14618,28129,45575
6820,7124,10812,29312,6552,20322,20144,6785,5159,29872,17598,48928,32675,5441,30786,7488,41642,30022,34836,42445,4659,33254,20206,38960,39372,15844,9992,4766,4197,39167,39961
6821,19368,6394,29086,30316,5573,38902,42601,16474,32232,21080,1909,48309,11348,16239,8932,37779,35320,46447,48880,14406,40498,15748,36711,28864,13608,12106,25279,34536,9764,26499
6822,29261,13658,13273,26382,5700,15274,49913,10861,4044,22377,28665,33706,40794,30013,42599,38033,10762,25329,3062,49538,15866,29687,34818,45020,24086,25838,21236,18644,25600,40297
6823,39711,37811,32202,23005,30990,31169,34010,35186,6732,10861,8770,15801,17096,16137,12777,9023,28832,23952,32247,10496,1676,16854,45107,36549,6105,41146,33542,27100,6750,1244
6824,5512,12698,31869,42869,6295,28737,36245,14052,14648,13128,48026,25299,29488,40762,1863,22052,18087,47799,49164,14661,14761,21063,18938,27757,2495,49559,21308,41749,25172,46927
6825,43629,4151,44622,15402,17240,40717,9285,35207,30504,27610,5251,34647,3451,6084,14521,13081,41665,47349,30307,3109,8855,44622,47239,18305,3124,47454,38543,37829,2028,15603
6826,42474,37778,36463,37770,40049,40362,7264,17576,47672,1895,10319,1714,19167,11934,1552,5087,40431,38534,20804,15139,14354,13259,27536,19379,15616,2310,39435,43697,21575,13580
6827,39198,44985,1472,14062,25173,24854,23701,23629,12222,17294,37993,27147,46927,37233,31644,12126,19090,23945,28086,12663,11844,30173,32255,26168,27638,39001,12254,9070,47373,4137
6828,29390,13137,38163,27067,30953,3697,1426,11188,26131,13494,8750,15394,36507,49193,24185,23546,46383,28453,29761,46151,29503,37014,44616,4772,8374,17333,9216,30572,15781,28269
6829,19060,23058,22321,24664,48610,36650,21222,32229,43143,30089,35960,18277,38999,20834,11595,17168,34942,22171,10486,48211,29046,41377,12855,35049,30521,43094,13341,15767,10752,25077
6830,1879,8071,44526,28535,20660,20272,34041,17864,38035,14374,29384,37028,34781,9408,6433,1803,46269,45314,14648,7307,13676,20744,39021,49820,47457,39516,46978,24566,47512,10350
6831,9269,20490,38902,42109,34626,35062,35415,43668,10700,15772,1236,18564,36544,48525,38197,40711,19791,19879,47513,29936,26254,36659,21886,11076,4194,9557,24625,26512,39050,43568
6832,44189,26087,44901,11837,39739,44522,13564,23827,11978,15517,29056,20176,36812,6054,3202,32006,7866,26595,25230,4859,32038,48048,13872,34237,33924,31519,43442,13884,12202,48203
6833,21149,18498,27609,40315,2397,18287,26154,38193,7695,1682,11538,20516,19780,5061,24189,38942,46825,29360,26260,35180,22346,23981,15834,28758,26821,24770,36714,21706,22853,16837
6834,31723,48939,19096,16889,42180,12251,39316,26286,6272,46352,30063,26738,36577,38669,38557,46580,14403,1449,1360,22802,15987,7290,42054,45522,5047,37082,21844,40339,15054,24959
6835,34862,31951,19869,13745,42296,4916,13696,45289,1037,22258,10160,24523,8679,6658,7543,35806,47125,21938,16151,36778,18793,32053,8733,11279,5954,48707,17074,9870,19012,38819
6836,23165,19464,43463,14018,19912,45823,14869,38449,47937,24742,46262,7288,11757,38735,33288,36851,31267,28203,9709,21416,19997,35801,48149,24854,19857,21051,49595,13540,25106,30920
6837,35636,41127,9675,5861,2542,1786,30776,47174,48311,33644,11452,45482,47462,11314,27558,19507,39794,3125,42514,34103,21443,19897,6640,13146,3546,49733,2710,30262,14726,15452
6838,1677,44110,29289,30412,41961,27766,41472,46250,9556,19129,5760,22700,41148,6638,21551,20502,49130,38713,3102,4684,3739,30754,40411,37245,36355,8887,24361,9575,25970,3210
6839,7145,22869,12793,4776,44265,6362,34232,34157,14528,11553,25109,45106,7690,15052,44561,18912,42093,8615,36916,42962,41986,29782,8781,29516,1280,42141,39600,6312,20959,4602
6840,35316,42482,5556,37925,38978,26453,44637,43554,45222,21182,14482,20451,48496,28324,49819,18455,11222,46315,31590,2137,16920,3444,9492,14944,3284,28349,37654,13546,25069,36014
6841,42021,43912,8653,33922,22034,30985,44605,10685,40238,36558,7808,17068,41872,7037,17204,1942,32812,26292,29194,3838,40163,41057,17214,22466,18143,42452,31232,9497,41188,32697
6842,3266,32356,12614,42108,48151,30533,31130,10121,37101,25702,25966,39635,9392,21509,42599,40656,12785,24296,14471,28468,3697,18334,46820,35125,37758,21285,46503,3612,48985,8409
6843,27478,19368,19566,46137,39385,16127,42534,33732,14845,44606,38671,24364,49844,19056,44942,46505,28454,43034,19197,20157,17522,40217,30394,14419,45766,23452,33165,14856,32660,1762
6844,47474,15742,4881,44290,14567,29128,25895,38024,5695,9043,30202,8757,32174,45116,20909,44644,33852,45273,49273,10937,15001,32228,21673,47223,8623,28179,4576,46205,21538,47684
6845,40477,25165,40453,14723,7895,27239,28495,39865,13429,40146,12033,35175,29637,26678,15614,31715,16392,46409,5514,23336,48196,35516,2387,30655,34521,19107,4647,19277,31331,16340
6846,25414,4322,1047,6791,35778,44918,8093,26343,15642,2019,1181,12644,25813,27805,27460,2238,15965,47530,44675,1134,27734,10701,32065,48946,28370,24089,6580,10779,3850,28591
6847,4656,46292,18009,11684,47640,49371,4824,39135,46879,19729,13739,17127,42695,11673,33682,38813,35315,47530,30935,5852,27898,44519,12314,14615,46441,21954,44794,6126,7487,27958
6848,43317,4734,21539,47103,25336,42681,2410,15596,41590,15884,30362,11984,7462,22848,20872,35445,13394,31066,41659,41312,7703,45519,23623,8669,49652,1384,9041,19475,26518,42210
6849,38052,19434,49431,18602,19485,29023,32777,49273,41585,26651,18059,32824,37235,46997,19832,45489,4463,8612,24687,28395,20055,10283,18279,11036,47130,47248,44393,33233,45746,49776
6850,6934,25347,10644,34938,39966,34809,4230,6454,33692,3661,11616,17780,34942,13834,17877,10693,43888,6488,30135,15857,7010,21084,45371,42028,29398,43192,13248,11262,20117,36724
6851,27267,21091,7363,16034,3148,24550,41076,27874,49379,26898,36113,18278,14454,22188,25354,16547,39557,4459,9148,44102,10821,16656,45310,21164,49017,22205,5998,40487,3828,29606
6852,15882,23272,16412,44423,9092,13855,24121,39181,7084,4418,28697,36039,3494,39312,39632,49792,17394,6946,38570,16515,6213,2205,18060,17295,6000,32243,1693,20572,1766,36171
6853,7057,39450,27215,32242,13518,1653,47034,34254,35299,39195,49590,14423,14031,5635,3017,40953,35684,11510,17014,41425,28417,36569,41003,36436,9264,38647,3999,24286,33732,15788
6854,5238,45419,35969,49895,19103,45805,14093,42650,46632,27822,33415,25925,7664,41880,11474,7274,38743,25744,32285,49751,23970,18640,2422,39189,4430,39908,2810,21408,36464,5730
6855,8988,5597,13871,9453,40054,49811,7128,28980,2734,25953,12558,41335,31117,7751,3437,38318,47406,10293,38613,46819,29128,29167,32317,7428,2477,24609,26361,30437,38496,38100
6856,47678,17814,49684,40563,49841,32603,41378,44791,35137,34064,41849,9161,11145,14183,47997,29602,45767,16591,35453,32972,44448,38650,3545,28239,20795,30715,43920,14891,22227,43948
6857,18580,38099,36180,26363,42486,29876,28298,45993,38211,38575,42754,34652,30023,26303,25947,43566,13011,11779,16366,34731,36704,43235,29424,22715,17941,17941,1057,43980,47344,10481
6858,17941,32770,30300,27762,14176,44469,7083,13121,2018,34847,15257,25164,6131,37834,18963,13915,22808,7836,13625,34454,4526,36033,10437,18514,2341,47272,44157,49478,5446,9287
6859,5527,37825,28472,43359,12282,23952,7706,21262,28643,36518,3908,41742,24928,15712,40788,27464,7310,24935,37192,18346,32412,19037,11582,8706,29867,11678,13171,17582,37668,28843
6860,13764,46414,49753,42644,13209,31294,32416,11812,32309,25728,18635,1494,33758,6228,17438,44351,33780,49450,43011,20422,24111,18580,40751,32045,33923,5762,48968,17734,6761,46950
6861,22783,21290,11933,9593,29335,20997,27606,2429,43850,48059,20582,8624,12009,24719,34487,8275,28257,17071,31286,18343,24309,7951,28972,35649,26178,1234,48078,5435,6226,46764
6862,28672,25309,45616,18482,5448,34712,8383,19133,32671,24939,2005,48167,13373,45614,24749,16111,29322,1764,12170,15021,35779,41303,49393,34886,13466,27699,4562,23813,13761,1607
6863,17177,19314,37273,13806,16027,37963,35571,41607,11765,36831,15305,41286,16982,31653,12385,12660,9903,29720,3133,10320,12804,46052,33026,18012,12501,30797,3752,28260,38013,22960
6864,45579,10157,14364,40433,7472,34534,9725,41030,7029,22439,2777,4046,12923,34065,45129,39936,33189,47725,31641,16561,24479,41557,27111,15751,41355,21584,4160,21677,6169,10424
6865,17955,36354,20355,34455,30590,38550,45223,21424,45414,3780,45924,21666,23388,10913,23637,29596,27245,5960,40647,32306,47178,33821,44940,10183,47229,9165,41307,19673,44585,21939
6866,27957,6293,30752,47672,22293,14454,32713,22850,30151,43391,14612,8174,5838,14604,38675,40611,22832,20742,13532,35562,7626,17248,4859,31249,40373,48478,37919,10916,10861,40140
6867,46835,20929,49010,3036,21671,15506,42381,23209,48098,39659,34032,14732,8890,1952,42046,14747,44788,7684,10672,38580,12128,19999,15167,6238,30950,9932,37420,19592,14685,44621
6868,40122,18085,33909,27373,24520,25080,39279,35433,4695,48105,15951,26007,45407,8571,27194,3687,46407,17752,16930,25309,18708,28269,36119,11077,19499,47278,35004,3131,48630,38460
6869,19037,49779,19879,14358,24736,35922,11585,31931,47093,45246,28418,18008,39320,28712,44057,3200,34707,43249,30769,18153,46717,18689,8377,44446,27177,23069,20116,46648,44760,32637
6870,27423,11107,36650,42349,14214,32484,14107,22178,33237,29949,26803,46671,47047,16025,45297,28806,14814,27033,49070,33012,10233,29557,31141,1891,25334,24810,24484,25742,31547,3665
6871,18242,44509,30209,8192,24319,40942,22365,33986,11338,49513,23049,46117,38162,11336,34283,11074,43468,24164,19512,42002,45453,36869,12086,49017,21983,9702,33257,28494,49933,46360
6872,12408,11635,10649,30380,42263,21538,11717,28081,1879,31795,25053,26141,4232,26399,41903,17245,11529,11200,1697,18335,32534,40938,33635,21158,17621,5874,40537,32887,11193,26580
6873,19730,41413,10192,47137,1322,24604,31493,33777,45855,46250,32545,21289,38217,17416,17529,7077,39589,5890,22142,17199,45613,35318,44512,35726,47914,21680,18941,19357,45070,44717
6874,24116,13383,35966,47582,32886,39565,11321,28784,47298,31964,15148,38399,24446,45707,27624,8060,7997,42086,14300,40225,30842,19411,47653,32779,35355,12190,41444,30452,48872,38310
6875,15569,1664,49186,12812,19501,21579,4943,12953,23607,21893,16148,14578,32033,23431,41619,26643,31107,7235,47881,18763,1780,24635,12441,21701,27931,1209,43355,46127,25523,34889
6876,43498,25779,11594,19942,12239,18742,13299,4373,5275,41522,5725,40646,24801,7396,45007,14707,24979,45368,15673,37059,34512,33652,44213,46879,29450,40518,4305,25761,38012,13707
6877,45480,27940,15433,11685,18158,16071,32838,16835,31039,43165,5373,23489,18611,8581,10510,32444,40304,19525,10488,21813,3627,29309,30401,36950,32710,9093,31806,34629,9194,4761
6878,16156,16668,3237,41822,29685,37890,16209,33616,29534,13852,44782,38614,46843,39920,26879,20976,27016,32831,36222,18703,23162,27841,7044,1229,49269,36050,15087,46372,39717,27886
6879,8081,45771,6855,37108,10093,30664,36540,1943,23384,1754,41220,36271,47866,6146,11187,30587,48390,35627,28836,32925,14426,35337,2846,11874,34263,6095,17587,38379,21910,8483
6880,5148,14319,49484,12486,29604,32298,22759,39130,10158,11110,41373,14283,7492,23711,28888,41954,30260,17067,42855,25600,40988,1357,26863,10999,22430,21761,20047,15972,2419,26213
6881,14000,29776,30315,24132,48668,5467,26154,26007,45027,17023,34576,26759,45828,41522,39268,45797,15473,25387,8971,38368,15497,48785,12912,27916,40261,23074,10268,29090,24920,38856
6882,10087,29350,13497,40523,15593,46982,30760,41984,26221,44520,8071,46496,38107,38937,26916,38485,32090,41786,16133,6752,12483,25612,34773,36486,38112,24736,44917,31862,21426,34530
6883,28128,45777,44291,32090,14646,45464,4682,5833,30456,6026,21927,29961,19939,21662,16799,39298,43813,42996,15777,22645,37548,3693,4398,42327,21976,43718,13774,20391,36918,28016
6884,24577,27238,12899,21646,31629,21672,19676,36643,43582,27293,25993,38076,14445,11286,39020,28647,30345,42404,26838,38376,34993,20392,40822,9048,33972,37501,1329,44336,18895,35797
6885,40219,9009,29979,7995,36621,10855,24498,8571,34254,13336,6043,28355,14655,6144,9645,12476,36860,1019,3228,44919,27023,48900,43282,12722,2360,27359,25004,3581,6991,35501
6886,42441,26701,17687,20273,15988,15992,25067,23906,45721,12461,32274,28096,10812,39288,25257,38672,2015,41363,48110,40867,12907,42565,4724,46311,41394,2356,20815,5672,3732,25876
6887,17759,3809,8685,3867,37169,35658,26065,6478,47779,11725,3696,2908,19571,2331,25952,43430,29718,8751,37897,31000,9915,23911,10802,6329,30247,25764,33711,36234,45275,1906
6888,8061,37874,22953,43234,32130,44791,27122,22674,36697,1313,10888,19021,4754,42329,15050,3260,14931,33576,49575,33907,6391,15184,2511,9772,7759,46629,49967,9186,45789,32408
6889,9354,31758,26157,26555,18092,9563,49596,2038,18989,28994,27935,8192,23172,29060,41433,20391,7079,14867,16573,43939,40165,33164,9285,46686,13094,34819,45551,49392,24656,31262
6890,12311,34869,34307,25287,25178,4473,1274,23561,14598,7235,19307,35400,23495,41237,9278,6237,5566,43449,10531,19555,49260,38403,45284,27306,27362,39455,29180,45471,47962,44086
6891,8709,46508,10004,12971,35530,36016,11093,31397,19208,13226,12236,14731,26304,9523,30315,23279,21185,21513,11362,9052,45662,13565,22607,20292,36630,40938,21924,49661,20451,37345
6892,4661,9218,21537,10747,29458,28777,11096,6848,41300,36250,10981,34609,16775,18283,21008,5676,22384,1961,18207,45550,21611,45592,7399,22901,2628,23000,48580,26816,1103,14450
6893,9893,15674,30799,34909,8976,39638,31209,22547,22124,12372,35068,3577,32199,9852,22690,41618,42528,10229,45021,46307,22527,35204,1842,36471,20190,45564,11778,1334,16614,28547
6894,33671,17182,16734,29767,41766,12341,15101,41050,23862,48202,29299,20911,40986,32249,42829,48230,42902,44818,27507,17130,31564,42945,37560,45457,38206,12627,25702,41315,18729,43567
6895,33813,15671,30643,33328,31976,18628,11804,10896,46029,7745,19172,2016,12743,29959,13508,47079,32626,47787,30629,3886,30151,42390,21681,39458,37181,45726,46985,1418,44169,33741
6896,10073,44086,25926,30505,17487,48551,18493,5539,8947,44279,13762,6819,33806,27182,2141,14956,40288,20090,22037,25662,26558,23299,22953,26504,39452,28127,43629,37264,40622,10264
6897,43108,13472,20255,10368,49694,17523,32716,41576,1492,20574,1611,20201,35172,3211,34420,45512,25258,38901,21334,27150,43251,26361,8361,26372,45649,42619,8060,34149,31686,29935
